"Date","ASB Investment Funds - Balanced Fund","ASB Investment Funds - Conservative Fund","ASB Investment Funds - Conservative Plus Fund","ASB Investment Funds - Global Property Shares Fund","ASB Investment Funds - Growth Fund","ASB Investment Funds - Moderate Fund","ASB Investment Funds - World Fixed Interest Fund","ASB Investment Funds - World Shares Fund","ASB KiwiSaver Scheme - Balanced Fund","ASB KiwiSaver Scheme - Conservative Fund","ASB KiwiSaver Scheme - Growth Fund","ASB KiwiSaver Scheme - Moderate Fund","ASB KiwiSaver Scheme - NZ Cash Fund","ASB Superannuation Master Trust - ASB Australasian Shares Fund","ASB Superannuation Master Trust - ASB Balanced Fund","ASB Superannuation Master Trust - ASB Global Property Shares Fund","ASB Superannuation Master Trust - ASB Growth Fund","ASB Superannuation Master Trust - ASB Moderate Fund","ASB Superannuation Master Trust - ASB NZ Cash Fund","ASB Superannuation Master Trust - ASB NZ Fixed Interest Fund","ASB Superannuation Master Trust - ASB World Fixed Interest Fund","ASB Superannuation Master Trust - ASB World Shares Fund",
2010-01-05,0.906000,1.081100,1.024300,0.649500,0.831600,0.986100,"",0.778300,0.928100,1.091100,0.857000,1.007400,1.138500,1.546900,1.162400,1.079600,1.158600,1.428200,1.509700,1.520900,1.637700,0.690200,
2010-01-06,0.908500,1.082500,1.026000,0.652000,0.834600,0.988100,"",0.782800,0.930700,1.092500,0.860000,1.009400,1.138600,1.549500,1.165700,1.083700,1.162700,1.431000,1.509800,1.523200,1.638200,0.694200,
2010-01-07,0.908400,1.082500,1.025600,0.649600,0.834600,0.987800,"",0.783700,0.930600,1.092500,0.860100,1.009100,1.138700,1.549900,1.165600,1.079700,1.162800,1.430700,1.510000,1.524100,1.636600,0.695000,
2010-01-08,0.910100,1.083400,1.026800,0.651200,0.836400,0.989200,"",0.784100,0.932300,1.093500,0.862000,1.010500,1.138800,1.559500,1.167700,1.082500,1.165300,1.432700,1.510100,1.524800,1.637100,0.695400,
2010-01-11,0.910900,1.084200,1.027300,0.649800,0.837400,0.989900,"",0.785100,0.933200,1.094300,0.863000,1.011300,1.138900,1.563500,1.168900,1.080300,1.166700,1.433800,1.510300,1.526000,1.637900,0.696400,
2010-01-12,0.908800,1.083800,1.026100,0.644000,0.835100,0.988200,"",0.785500,0.931100,1.093900,0.860700,1.009700,1.139000,1.550700,1.166300,1.070600,1.163600,1.431500,1.510500,1.527000,1.638900,0.696700,
2010-01-13,0.905900,1.083400,1.025100,0.640900,0.831100,0.986600,"",0.780000,0.928200,1.093600,0.856600,1.008000,1.139100,1.542000,1.162600,1.065700,1.158100,1.429200,1.510600,1.529100,1.642000,0.691900,
2010-01-14,0.909900,1.084400,1.027600,0.652000,0.835800,0.989700,"",0.784800,0.932300,1.094600,0.861400,1.011200,1.139200,1.548800,1.167800,1.084000,1.164600,1.433600,1.510700,1.529200,1.640800,0.696200,
2010-01-15,0.908700,1.084500,1.026800,0.645500,0.834500,0.988700,"",0.785500,0.931100,1.094700,0.860200,1.010200,1.139200,1.543300,1.166300,1.073200,1.162900,1.432300,1.510700,1.530500,1.641800,0.696700,
2010-01-18,0.907700,1.084700,1.026900,0.647000,0.832600,0.988600,"",0.780700,0.930100,1.094900,0.858300,1.010100,1.139400,1.543200,1.165100,1.075900,1.160400,1.432100,1.511100,1.532100,1.644700,0.692600,
2010-01-19,0.905600,1.084000,1.025800,0.643700,0.830100,0.987000,"",0.779900,0.928000,1.094300,0.855700,1.008500,1.139500,1.530900,1.162400,1.070400,1.157000,1.429900,1.511200,1.532800,1.645500,0.691900,
2010-01-20,0.911000,1.085800,1.028800,0.653100,0.836700,0.990800,"",0.789700,0.933500,1.096100,0.862500,1.012400,1.139600,1.535700,1.169300,1.085300,1.166100,1.435500,1.511300,1.534600,1.643600,0.700300,
2010-01-21,0.908800,1.085000,1.027800,0.651700,0.834000,0.989400,"",0.786200,0.931300,1.095300,0.859700,1.011000,1.139700,1.529100,1.166600,1.083100,1.162400,1.433500,1.511400,1.534200,1.644900,0.697200,
2010-01-22,0.902900,1.083500,1.024800,0.642000,0.826500,0.985300,"",0.778300,0.925300,1.093900,0.852100,1.006900,1.139800,1.510500,1.159000,1.067100,1.152100,1.427700,1.511500,1.537000,1.647000,0.690200,
2010-01-25,0.895400,1.081100,1.020700,0.630800,0.817200,0.980100,"",0.764700,0.917800,1.091500,0.842700,1.001700,1.139900,1.501800,1.149700,1.048600,1.139400,1.420300,1.511800,1.537800,1.647500,0.678200,
2010-01-26,0.897800,1.082200,1.022400,0.634700,0.819900,0.982100,"",0.766600,0.920200,1.092600,0.845400,1.003700,1.140000,1.509800,1.152800,1.055100,1.143100,1.423200,1.511900,1.538400,1.648600,0.679900,
2010-01-27,0.894900,1.081400,1.021100,0.632300,0.816200,0.980200,"",0.764200,0.917300,1.091800,0.841800,1.001800,1.140100,1.493700,1.149100,1.051200,1.138200,1.420500,1.512000,1.540000,1.650100,0.677900,
2010-01-28,0.895300,1.080900,1.021200,0.636200,0.816800,0.980400,"",0.764000,0.917800,1.091400,0.842300,1.002000,1.140200,1.495500,1.149700,1.057500,1.138900,1.420800,1.512100,1.538600,1.648700,0.677700,
2010-01-29,0.888200,1.078200,1.017600,0.631000,0.807700,0.975600,"",0.752800,0.910500,1.088700,0.833000,0.997100,1.140300,1.473500,1.140600,1.049000,1.126400,1.413800,1.512200,1.540100,1.650000,0.667900,
2010-02-01,0.886100,1.077300,1.016300,0.628000,0.805400,0.973900,"",0.752300,0.908400,1.087900,0.830700,0.995500,1.140400,1.462200,1.138000,1.044100,1.123300,1.411500,1.512500,1.540900,1.649300,0.667400,
2010-02-02,0.890000,1.078700,1.018700,0.635200,0.810000,0.976900,"",0.757300,0.912500,1.089300,0.835500,0.998500,1.140500,1.470900,1.143000,1.056100,1.129700,1.415900,1.512600,1.541200,1.649100,0.671800,
2010-02-03,0.895900,1.080900,1.022200,0.645400,0.817200,0.981300,"",0.768200,0.918500,1.091500,0.842900,1.003000,1.140600,1.474600,1.150700,1.073000,1.139700,1.422200,1.512700,1.542400,1.648900,0.681500,
2010-02-04,0.895900,1.081300,1.021800,0.640000,0.817300,0.981000,"",0.769100,0.918500,1.091900,0.843000,1.002800,1.140600,1.477800,1.150600,1.064200,1.140000,1.421900,1.512700,1.544800,1.646900,0.682300,
2010-02-05,0.885000,1.077500,1.016000,0.626700,0.803600,0.973300,"",0.751900,0.907300,1.088100,0.829100,0.995000,1.140700,1.451200,1.136700,1.042100,1.121100,1.410900,1.512800,1.546100,1.649300,0.667100,
2010-02-08,0.886400,1.078200,1.017900,0.636700,0.804500,0.975100,"",0.750400,0.908900,1.088900,0.830000,0.996900,1.140900,1.451700,1.138600,1.058800,1.122400,1.413700,1.513200,1.547500,1.652600,0.665900,
2010-02-09,0.882600,1.077200,1.015300,0.625100,0.800100,0.972000,"",0.746100,0.905000,1.087900,0.825600,0.993800,1.141000,1.446900,1.133700,1.039600,1.116400,1.409200,1.513300,1.548700,1.651600,0.662100,
2010-02-10,0.883800,1.077900,1.015600,0.621800,0.802000,0.972600,"",0.750400,0.906200,1.088600,0.827600,0.994400,1.141100,1.448600,1.135300,1.034100,1.119100,1.410100,1.513400,1.547600,1.652000,0.666000,
2010-02-11,0.886100,1.078200,1.017000,0.629000,0.804800,0.974300,"",0.753100,0.908600,1.089000,0.830400,0.996200,1.141100,1.452800,1.138300,1.045800,1.123000,1.412600,1.513400,1.545700,1.651800,0.668300,
2010-02-12,0.885900,1.078700,1.016700,0.623400,0.804600,0.974000,"",0.753300,0.908400,1.089500,0.830300,0.995900,1.141200,1.455700,1.138000,1.036600,1.122800,1.412200,1.513600,1.547600,1.651400,0.668500,
2010-02-15,0.887000,1.079100,1.017800,0.629600,0.805600,0.975100,"",0.754500,0.909600,1.089900,0.831300,0.997100,1.141500,1.452500,1.139500,1.046900,1.124200,1.414000,1.513900,1.549000,1.652300,0.669600,
2010-02-16,0.887800,1.079500,1.018200,0.629800,0.806500,0.975800,"",0.754000,0.910500,1.090300,0.832300,0.997800,1.141500,1.460800,1.140600,1.047300,1.125500,1.414900,1.514000,1.549600,1.651200,0.669100,
2010-02-17,0.893300,1.082200,1.021600,0.634200,0.812900,0.980000,"",0.759300,0.916100,1.093100,0.838800,1.002100,1.141600,1.482600,1.147600,1.054600,1.134300,1.421000,1.514200,1.550300,1.652400,0.673900,
2010-02-18,0.895700,1.082700,1.022900,0.639900,0.815900,0.981600,"",0.765100,0.918500,1.093700,0.841900,1.003800,1.141700,1.478900,1.150600,1.064000,1.138500,1.423400,1.514200,1.550500,1.651600,0.679000,
2010-02-19,0.897700,1.082900,1.023700,0.643400,0.818800,0.982800,"",0.770400,0.920600,1.093900,0.844900,1.005000,1.141800,1.479400,1.153300,1.069800,1.142500,1.425100,1.514400,1.549100,1.649400,0.683700,
2010-02-22,0.901000,1.084300,1.025600,0.647400,0.822500,0.985300,"",0.771700,0.924100,1.095300,0.848800,1.007600,1.142000,1.498000,1.157600,1.076600,1.147800,1.428800,1.514600,1.549300,1.648800,0.684900,
2010-02-23,0.901400,1.084800,1.026100,0.648000,0.822800,0.985800,"",0.772000,0.924500,1.095800,0.849100,1.008100,1.142100,1.497700,1.158100,1.077700,1.148200,1.429600,1.514700,1.551000,1.649600,0.685200,
2010-02-24,0.899400,1.085000,1.026000,0.648100,0.819600,0.985100,"",0.766700,0.922500,1.096000,0.845800,1.007500,1.142100,1.490200,1.155600,1.077800,1.143800,1.428700,1.514900,1.553700,1.654800,0.680600,
2010-02-25,0.899700,1.085300,1.026200,0.647100,0.820200,0.985300,"",0.769400,0.922800,1.096400,0.846400,1.007700,1.142200,1.484900,1.156000,1.076300,1.144600,1.429000,1.515000,1.553500,1.656300,0.683000,
2010-02-26,0.902100,1.087200,1.028600,0.651600,0.822200,0.987800,"",0.769600,0.925200,1.098400,0.848600,1.010200,1.142300,1.492400,1.159100,1.083600,1.147500,1.432600,1.515100,1.555900,1.661100,0.683200,
2010-03-01,0.904300,1.088200,1.030100,0.655600,0.824600,0.989700,"",0.769900,0.927500,1.099500,0.851000,1.012200,1.142500,1.504400,1.162000,1.090200,1.150800,1.435400,1.515300,1.556800,1.661200,0.683500,
2010-03-02,0.909100,1.090100,1.032600,0.660000,0.830600,0.993000,"",0.778100,0.932400,1.101300,0.857200,1.015600,1.142600,1.514900,1.168200,1.097700,1.159200,1.440200,1.515500,1.556800,1.660500,0.690800,
2010-03-03,0.913600,1.092600,1.035400,0.662900,0.835900,0.996500,"",0.784100,0.937100,1.103800,0.862600,1.019100,1.142600,1.527900,1.173900,1.102500,1.166500,1.445200,1.515600,1.559000,1.661700,0.696100,
2010-03-04,0.916000,1.093600,1.036600,0.664000,0.839000,0.998100,"",0.788200,0.939600,1.105000,0.865800,1.020900,1.142700,1.534700,1.177100,1.104300,1.170800,1.447700,1.515700,1.559100,1.661600,0.699800,
2010-03-05,0.917100,1.094000,1.037700,0.669300,0.839900,0.999200,"",0.788400,0.940700,1.105400,0.866800,1.022000,1.142800,1.535500,1.178500,1.113000,1.172100,1.449300,1.515800,1.560100,1.662200,0.699900,
2010-03-08,0.920200,1.094800,1.039200,0.674300,0.843900,1.001300,"",0.793600,0.944000,1.106200,0.871000,1.024200,1.143000,1.542600,1.182600,1.121400,1.177800,1.452400,1.516100,1.559200,1.660500,0.704700,
2010-03-09,0.921700,1.095200,1.040100,0.678400,0.845600,1.002400,"",0.795600,0.945500,1.106600,0.872800,1.025300,1.143100,1.544100,1.184500,1.128200,1.180200,1.454000,1.516200,1.559600,1.660100,0.706500,
2010-03-10,0.920100,1.094600,1.039100,0.675300,0.843900,1.001200,"",0.792800,0.943900,1.106000,0.871000,1.024200,1.143200,1.544100,1.182500,1.123200,1.778000,1.452400,1.516300,1.557500,1.661100,0.704000,
2010-03-11,0.922500,1.095700,1.040300,0.675700,0.847000,1.002800,"",0.798000,0.946400,1.107200,0.874200,1.025800,1.143200,1.547700,1.185600,1.123800,1.182100,1.454700,1.516400,1.558000,1.660900,0.708700,
2010-03-12,0.923800,1.095700,1.040800,0.679000,0.848800,1.003500,"",0.801200,0.947700,1.107200,0.876000,1.026600,1.143200,1.547400,1.187300,1.129400,1.184600,1.455800,1.516400,1.556700,1.659900,0.711500,
2010-03-15,0.923200,1.095600,1.040600,0.678900,0.848000,1.003100,"",0.801300,0.947100,1.107100,0.875300,1.026200,1.143500,1.541000,1.186600,1.129300,1.183600,1.455300,1.516800,1.557500,1.660500,0.711700,
2010-03-16,0.921300,1.095000,1.039800,0.678100,0.845500,1.002000,"",0.798100,0.945300,1.106500,0.872800,1.025100,1.143600,1.535300,1.184300,1.127900,1.180300,1.453700,1.516900,1.558200,1.661200,0.708800,
2010-03-17,0.924900,1.096400,1.042400,0.687000,0.849600,1.005000,"",0.801900,0.949000,1.108000,0.876900,1.028100,1.143700,1.541700,1.188900,1.142800,1.185900,1.458000,1.517000,1.558600,1.662900,0.712200,
2010-03-18,0.926800,1.097200,1.043500,0.689600,0.851800,1.006400,"",0.803800,0.950900,1.108800,0.879200,1.029600,1.143700,1.548500,1.191300,1.147200,1.189000,1.460200,1.517200,1.557600,1.663900,0.713900,
2010-03-19,0.926700,1.097000,1.043300,0.689200,0.851600,1.006200,"",0.802800,0.950700,1.108600,0.879000,1.029500,1.143800,1.551500,1.191100,1.146500,1.188700,1.459900,1.517300,1.557900,1.662700,0.713000,
2010-03-22,0.925900,1.096900,1.042800,0.686300,0.850900,1.005600,"",0.802900,0.950100,1.108600,0.878400,1.028900,1.144100,1.548800,1.190300,1.141800,1.187800,1.459200,1.517600,1.558100,1.662700,0.713200,
2010-03-23,0.929000,1.098200,1.044800,0.692000,0.854200,1.008100,"",0.806000,0.953200,1.110000,0.881900,1.031400,1.144100,1.556800,1.194200,1.151300,1.192600,1.462800,1.517600,1.558100,1.664600,0.716000,
2010-03-24,0.928800,1.098600,1.044400,0.685000,0.854400,1.007700,"",0.807600,0.953100,1.110400,0.882100,1.031100,1.144200,1.558200,1.194000,1.139800,1.192900,1.462200,1.517800,1.557200,1.665800,0.717400,
2010-03-25,0.927300,1.096700,1.043100,0.688600,0.852800,1.006300,"",0.804900,0.951500,1.108500,0.880500,1.029600,1.144300,1.555400,1.192100,1.145800,1.190700,1.460200,1.517900,1.553400,1.662500,0.715000,
2010-03-26,0.926800,1.096300,1.042600,0.687600,0.852300,1.005800,"",0.804100,0.951100,1.108100,0.880000,1.029100,1.144300,1.556700,1.191600,1.144100,1.190100,1.459500,1.518000,1.554200,1.660200,0.714400,
2010-03-29,0.930700,1.097500,1.045100,0.696900,0.857000,1.008700,"",0.810100,0.955100,1.109400,0.884900,1.032200,1.144500,1.560500,1.196600,1.159600,1.196600,1.463900,1.518200,1.553700,1.661000,0.719800,
2010-03-30,0.931500,1.098200,1.045600,0.696000,0.857800,1.009300,"",0.811000,0.955900,1.110100,0.885800,1.032900,1.144600,1.564000,1.197600,1.158200,1.197900,1.464800,1.518400,1.554100,1.662000,0.720600,
2010-03-31,0.930100,1.098500,1.045000,0.690000,0.856100,1.008500,"",0.809200,0.954500,1.110400,0.884000,1.032000,1.144600,1.561800,1.195900,1.148300,1.195500,1.463700,1.518300,1.555700,1.664200,0.719000,
2010-04-01,0.930100,1.098500,1.045000,0.690000,0.856100,1.008500,"",0.809200,0.954500,1.110400,0.884000,1.032000,1.144600,1.561800,1.195900,1.148300,1.195500,1.463700,1.518300,1.555700,1.664200,0.719000,
2010-04-06,0.943000,1.103200,1.052300,0.709500,0.871800,1.017800,"",0.828000,0.967800,1.115300,0.900200,1.041700,1.145200,1.592000,1.212500,1.180800,1.217400,1.477300,1.519200,1.556400,1.662900,0.735800,
2010-04-07,0.941600,1.101900,1.051400,0.711800,0.870000,1.016800,"",0.823800,0.966400,1.114000,0.898500,1.040600,1.145300,1.593900,1.210800,1.184500,1.215000,1.475800,1.519300,1.556600,1.658900,0.732100,
2010-04-08,0.939100,1.101900,1.050000,0.701700,0.866900,1.015000,"",0.821400,0.963900,1.114100,0.895300,1.038800,1.145300,1.587500,1.207600,1.167900,1.210800,1.473300,1.519300,1.558800,1.661100,0.729900,
2010-04-09,0.937300,1.101500,1.049300,0.699500,0.864500,1.014000,"",0.816600,0.962100,1.113700,0.892800,1.037800,1.145300,1.587700,1.205400,1.164300,1.207400,1.471900,1.519400,1.559500,1.662100,0.725800,
2010-04-12,0.940400,1.102500,1.051000,0.705100,0.868300,1.016100,"",0.821700,0.965300,1.114800,0.896800,1.040100,1.145600,1.593200,1.209500,1.173600,1.212800,1.475100,1.519800,1.560200,1.660900,0.730300,
2010-04-13,0.940700,1.102900,1.051100,0.703000,0.869000,1.016200,"",0.825400,0.965600,1.115200,0.897500,1.040200,1.145700,1.586300,1.209800,1.170200,1.213700,1.475300,1.519900,1.559700,1.662400,0.733600,
2010-04-14,0.946000,1.104800,1.055100,0.719800,0.874600,1.020900,"",0.828000,0.971100,1.117200,0.903200,1.045000,1.145700,1.601100,1.216700,1.197900,1.221500,1.482000,1.519900,1.561400,1.664100,0.736000,
2010-04-15,0.946900,1.105300,1.055200,0.717100,0.876100,1.021200,"",0.832200,0.972100,1.117700,0.904900,1.045400,1.145800,1.600900,1.218000,1.193600,1.223700,1.482600,1.520000,1.561500,1.663300,0.739600,
2010-04-16,0.944400,1.105100,1.053400,0.704000,0.873500,1.019000,"",0.832300,0.969500,1.117500,0.902200,1.043100,1.145900,1.592900,1.214700,1.172000,1.220100,1.479500,1.520200,1.562200,1.664200,0.739800,
2010-04-19,0.936900,1.103200,1.049800,0.692000,0.863900,1.014100,"",0.820600,0.962000,1.115700,0.892400,1.038200,1.146100,1.573500,1.205300,1.152600,1.207000,1.472400,1.520500,1.564800,1.667300,0.729500,
2010-04-20,0.940600,1.104600,1.052200,0.700400,0.868200,1.017000,"",0.825200,0.965800,1.117000,0.896900,1.041100,1.146100,1.580500,1.210100,1.166500,1.212900,1.476600,1.520500,1.565600,1.667700,0.733600,
2010-04-21,0.942600,1.105100,1.053100,0.702800,0.870800,1.018300,"",0.828000,0.967900,1.117600,0.899500,1.042500,1.146200,1.587500,1.212700,1.170600,1.216500,1.478600,1.520600,1.565100,1.666500,0.736100,
2010-04-22,0.940800,1.103600,1.052300,0.708700,0.868300,1.017100,"",0.825300,0.965900,1.116100,0.897000,1.041300,1.146300,1.574600,1.210300,1.180300,1.213200,1.476800,1.520700,1.562800,1.667100,0.733700,
2010-04-23,0.938300,1.102300,1.051200,0.710900,0.864900,1.015500,"",0.819000,0.963400,1.114800,0.893500,1.039700,1.146400,1.569900,1.207100,1.184000,1.208400,1.474700,1.520900,1.563900,1.666000,0.728100,
2010-04-26,0.940600,1.102700,1.052500,0.718100,0.867800,1.017100,"",0.823800,0.965800,1.115200,0.896500,1.041400,1.146500,1.568400,1.210200,1.196200,1.212500,1.477100,1.521100,1.564100,1.664500,0.732400,
2010-04-27,0.940100,1.102200,1.052100,0.718600,0.867300,1.016700,"",0.823700,0.965400,1.114800,0.896100,1.041000,1.146600,1.565600,1.209600,1.197000,1.212000,1.476500,1.521200,1.563500,1.663900,0.732400,
2010-04-28,0.931800,1.099800,1.047800,0.704200,0.856800,1.011000,"",0.807800,0.956900,1.112400,0.885300,1.035200,1.146700,1.556400,1.199000,1.173300,1.197400,1.468400,1.521400,1.563100,1.666900,0.718300,
2010-04-29,0.928600,1.098300,1.045800,0.700900,0.853000,1.008600,"",0.803400,0.953700,1.110900,0.881400,1.032800,1.146700,1.547700,1.194900,1.167800,1.192100,1.464900,1.521300,1.563400,1.665200,0.714500,
2010-04-30,0.928900,1.099300,1.047200,0.704800,0.852400,1.009700,"",0.799700,0.954000,1.111900,0.880900,1.033900,1.146900,1.550500,1.195300,1.174300,1.191400,1.466500,1.521600,1.563500,1.672000,0.711200,
2010-05-03,0.926800,1.098200,1.045700,0.702500,0.850200,1.008000,"",0.797800,0.951900,1.110800,0.878600,1.032300,1.147100,1.543800,1.192800,1.170600,1.188400,1.464200,1.521800,1.562300,1.671100,0.709600,
2010-05-04,0.929800,1.099000,1.047900,0.713200,0.853500,1.010400,"",0.803000,0.955000,1.111700,0.882000,1.034800,1.147000,1.538900,1.196600,1.188600,1.193000,1.467800,1.521800,1.562300,1.673100,0.714300,
2010-05-05,0.922400,1.096600,1.044300,0.705600,0.844000,1.005500,"",0.790400,0.947400,1.109300,0.872300,1.029800,1.147200,1.520300,1.187200,1.176000,1.179900,1.460700,1.522000,1.563600,1.675500,0.703100,
2010-05-06,0.906400,1.091500,1.035500,0.678000,0.824000,0.994200,"",0.763600,0.931000,1.104200,0.851900,1.018300,1.147200,1.494100,1.166700,1.130400,1.152400,1.444400,1.522100,1.563600,1.679100,0.679400,
2010-05-07,0.900500,1.089100,1.031900,0.668800,0.817400,0.989600,"",0.760700,0.925100,1.101800,0.845100,1.013600,1.147200,1.465900,1.159300,1.115400,1.143200,1.437800,1.522100,1.563900,1.678700,0.676900,
2010-05-10,0.914000,1.094200,1.040400,0.695100,0.833200,1.000000,"",0.779600,0.938900,1.107000,0.861400,1.024300,1.147400,1.487000,1.176500,1.159100,1.165200,1.452900,1.522300,1.563800,1.682300,0.693500,
2010-05-11,0.913100,1.093600,1.039600,0.694000,0.832400,0.999100,"",0.780600,0.938000,1.106400,0.860600,1.023400,1.147500,1.479000,1.175400,1.157300,1.164100,1.451700,1.522400,1.563700,1.681200,0.694500,
2010-05-12,0.912600,1.093400,1.039600,0.695900,0.831500,0.999000,"",0.777800,0.937500,1.106300,0.859700,1.023300,1.147600,1.480800,1.174900,1.160400,1.162900,1.451500,1.522600,1.565200,1.680400,0.692000,
2010-05-13,0.921900,1.097000,1.045200,0.711100,0.842600,1.006000,"",0.790600,0.947000,1.109900,0.871100,1.030400,1.147700,1.501300,1.186800,1.185700,1.178300,1.461600,1.522700,1.565200,1.681500,0.703300,
2010-05-14,0.916000,1.095400,1.041700,0.696700,0.835600,1.001600,"",0.782300,0.941100,1.108300,0.863900,1.026000,1.147700,1.493100,1.179400,1.161900,1.168700,1.455500,1.523000,1.566000,1.682300,0.696000,
2010-05-17,0.907400,1.093400,1.037300,0.680300,0.824600,0.995700,"",0.769900,0.932200,1.106400,0.852600,1.020000,1.148000,1.470300,1.168400,1.134700,1.153500,1.447100,1.523300,1.569900,1.686200,0.685100,
2010-05-18,0.906400,1.093800,1.037300,0.678500,0.823200,0.995400,"",0.768700,0.931300,1.106700,0.851200,1.019700,1.148100,1.464400,1.167200,1.131700,1.151600,1.446700,1.523500,1.570700,1.690300,0.684000,
2010-05-19,0.906600,1.094100,1.037600,0.679700,0.823500,0.995500,"",0.774300,0.931500,1.107100,0.851600,1.019900,1.148200,1.445600,1.167500,1.133700,1.152100,1.446900,1.523600,1.572500,1.692300,0.689000,
2010-05-20,0.895800,1.091400,1.032100,0.659900,0.809900,0.988200,"",0.756000,0.920500,1.104400,0.837600,1.012400,1.148200,1.427500,1.153700,1.101000,1.133300,1.436400,1.523600,1.574500,1.698200,0.672800,
2010-05-21,0.891700,1.089800,1.030000,0.657100,0.804800,0.985200,"",0.751500,0.916200,1.102800,0.832300,1.009500,1.148400,1.409600,1.148400,1.096300,1.126200,1.432300,1.523800,1.576400,1.698200,0.668800,
2010-05-24,0.899400,1.093500,1.035500,0.672300,0.813200,0.991800,"",0.758800,0.924200,1.106600,0.841100,1.016200,1.148500,1.428000,1.158400,1.121700,1.138000,1.441800,1.524100,1.579600,1.701500,0.675300,
2010-05-25,0.888300,1.089600,1.028600,0.650900,0.800400,0.983100,"",0.748100,0.912900,1.102700,0.827900,1.007400,1.148600,1.394000,1.144300,1.086200,1.120200,1.429400,1.524200,1.582700,1.700000,0.665900,
2010-05-26,0.893400,1.091700,1.032600,0.666400,0.805600,0.987700,"",0.750600,0.918100,1.104900,0.833200,1.012100,1.148600,1.406400,1.150700,1.111900,1.127400,1.436000,1.524200,1.582100,1.704800,0.668100,
2010-05-27,0.892100,1.090900,1.031300,0.661400,0.804100,0.986500,"",0.745000,0.916800,1.104100,0.831800,1.010900,1.148700,1.421300,1.149200,1.103700,1.125500,1.434300,1.524300,1.582000,1.700000,0.663200,
2010-05-28,0.904500,1.094200,1.038000,0.686400,0.819300,0.995200,"",0.765200,0.929500,1.107400,0.847400,1.019800,1.148800,1.438800,1.165000,1.145100,1.146600,1.446800,1.524400,1.581400,1.694100,0.681100,
2010-05-31,0.902500,1.094100,1.037200,0.681400,0.816800,0.994000,"",0.761900,0.927500,1.107400,0.844900,1.018600,1.149000,1.436200,1.162600,1.137000,1.143200,1.445100,1.524800,1.582400,1.696400,0.678200,
2010-06-01,0.899200,1.092600,1.035200,0.677200,0.812900,0.991500,"",0.757500,0.924200,1.105900,0.840900,1.016100,1.149000,1.427900,1.158400,1.130000,1.137800,1.441600,1.524800,1.581200,1.696700,0.674300,
2010-06-02,0.893000,1.090300,1.031500,0.667600,0.805400,0.986900,"",0.748400,0.917900,1.103600,0.833300,1.011400,1.149100,1.415700,1.150500,1.114000,1.127500,1.435000,1.524900,1.581200,1.696700,0.666300,
2010-06-03,0.903000,1.093200,1.037300,0.688500,0.817400,0.994200,"",0.762200,0.928100,1.106600,0.845600,1.019000,1.149200,1.434500,1.163300,1.148900,1.144100,1.445600,1.525000,1.579800,1.694800,0.678500,
2010-06-04,0.893900,1.091500,1.031700,0.659100,0.806800,0.987300,"",0.749100,0.918800,1.104800,0.834700,1.011900,1.149300,1.429900,1.151700,1.100200,1.129400,1.435700,1.525100,1.580400,1.697800,0.666900,
2010-06-07,0.893900,1.091500,1.031700,0.659100,0.806800,0.987300,"",0.749100,0.918800,1.104800,0.834700,1.011900,1.149300,1.429900,1.151700,1.100200,1.129400,1.435700,1.525100,1.580400,1.697800,0.666900,
2010-06-08,0.891700,1.091100,1.031200,0.661400,0.803600,0.986200,"",0.746800,0.916600,1.104500,0.831500,1.010900,1.149700,1.411900,1.149000,1.104200,1.125100,1.434200,1.525800,1.585400,1.699300,0.665000,
2010-06-09,0.890900,1.091000,1.031300,0.663000,0.802000,0.986100,"",0.742000,0.915800,1.104500,0.829900,1.010800,1.149700,1.415400,1.147900,1.106800,1.122900,1.434000,1.525800,1.587400,1.700200,0.660700,
2010-06-10,0.897800,1.093000,1.035400,0.678900,0.810200,0.991200,"",0.752400,0.922900,1.106500,0.838400,1.016100,1.149700,1.423700,1.156800,1.132800,1.134300,1.441500,1.525700,1.588000,1.698200,0.669800,
2010-06-11,0.901200,1.095000,1.037900,0.682200,0.813900,0.994100,"",0.754300,0.926400,1.108600,0.842200,1.019100,1.149800,1.438400,1.161200,1.138400,1.139500,1.445800,1.525900,1.587900,1.701800,0.671500,
2010-06-14,0.902100,1.095300,1.038600,0.686700,0.814800,0.995000,"",0.754600,0.927400,1.108900,0.843100,1.020000,1.150100,1.439700,1.162400,1.145900,1.140800,1.447100,1.526200,1.588800,1.701600,0.671800,
2010-06-15,0.901900,1.095200,1.038200,0.684000,0.814700,0.994600,"",0.754100,0.927300,1.108800,0.843100,1.019700,1.150200,1.444100,1.162200,1.141400,1.140700,1.446700,1.526400,1.590500,1.698400,0.671400,
2010-06-16,0.915300,1.103100,1.047600,0.700900,0.828600,1.006300,"",0.771200,0.936300,1.111900,0.854100,1.026300,1.150700,1.460400,1.172900,1.165900,1.155000,1.455300,1.526400,1.591300,1.699500,0.683500,
2010-06-17,0.909100,1.098900,1.042700,0.691800,0.822700,1.000300,"",0.766900,0.932300,1.110200,0.849700,1.022900,1.150500,1.446700,1.168200,1.152600,1.149400,1.450900,1.526600,1.589900,1.697100,0.681300,
2010-06-18,0.911400,1.100300,1.044500,0.695700,0.825100,1.002400,"",0.769000,0.934600,1.111600,0.852200,1.025000,1.150600,1.451500,1.171200,1.159100,1.152800,1.453900,1.526700,1.590300,1.700500,0.683100,
