"Date","ASB Investment Funds - Balanced Fund","ASB Investment Funds - Conservative Fund","ASB Investment Funds - Conservative Plus Fund","ASB Investment Funds - Global Property Shares Fund","ASB Investment Funds - Growth Fund","ASB Investment Funds - Moderate Fund","ASB Investment Funds - World Fixed Interest Fund","ASB Investment Funds - World Shares Fund","ASB KiwiSaver Scheme - Balanced Fund","ASB KiwiSaver Scheme - Conservative Fund","ASB KiwiSaver Scheme - Growth Fund","ASB KiwiSaver Scheme - Moderate Fund","ASB KiwiSaver Scheme - NZ Cash Fund","ASB Superannuation Master Trust - ASB Australasian Shares Fund","ASB Superannuation Master Trust - ASB Balanced Fund","ASB Superannuation Master Trust - ASB Global Property Shares Fund","ASB Superannuation Master Trust - ASB Growth Fund","ASB Superannuation Master Trust - ASB Moderate Fund","ASB Superannuation Master Trust - ASB NZ Cash Fund","ASB Superannuation Master Trust - ASB NZ Fixed Interest Fund","ASB Superannuation Master Trust - ASB World Fixed Interest Fund","ASB Superannuation Master Trust - ASB World Shares Fund",
2013-05-15,1.155900,1.288300,1.252200,1.021500,1.069200,1.229600,1.033700,0.986300,1.223400,1.336200,1.143200,1.295600,1.250100,2.017800,1.521600,1.749000,1.534800,1.824000,1.651600,1.922200,1.974300,0.900100,
2013-05-16,1.155600,1.289300,1.252800,1.019900,1.068200,1.229900,1.036000,0.985900,1.223100,1.337300,1.142100,1.295900,1.250200,2.010300,1.521100,1.746200,1.533300,1.824500,1.651800,1.925800,1.978900,0.899800,
2013-05-17,1.163100,1.291800,1.256200,1.034600,1.077100,1.234700,1.034600,1.002800,1.231100,1.339900,1.151600,1.301000,1.250400,2.005000,1.531100,1.771500,1.546200,1.831600,1.652000,1.929600,1.976100,0.915200,
2013-05-20,1.161400,1.290600,1.255100,1.034600,1.075300,1.233400,1.034000,0.998200,1.229400,1.338700,1.149900,1.299800,1.250700,2.010400,1.529000,1.771600,1.543800,1.829800,1.652400,1.926300,1.975200,0.911000,
2013-05-21,1.162000,1.290400,1.255000,1.037800,1.075900,1.233500,1.033900,1.001700,1.230000,1.338700,1.150600,1.299900,1.250800,2.001600,1.529700,1.777100,1.544700,1.829900,1.652500,1.925900,1.975000,0.914200,
2013-05-22,1.160900,1.290000,1.253600,1.020100,1.075300,1.232000,1.031900,1.003100,1.228900,1.338300,1.150000,1.298400,1.250900,2.003000,1.528300,1.746900,1.543800,1.827900,1.652600,1.926300,1.971200,0.915500,
2013-05-23,1.149400,1.285500,1.247000,0.997300,1.061800,1.223600,1.032000,0.986900,1.216900,1.333600,1.135500,1.289600,1.251000,1.979100,1.513300,1.707900,1.524400,1.815400,1.652700,1.922000,1.971500,0.900800,
2013-05-24,1.146300,1.284100,1.244700,0.994300,1.057600,1.220900,1.032000,0.987600,1.213500,1.332200,1.131200,1.286800,1.251100,1.951100,1.509100,1.702800,1.518500,1.811400,1.652900,1.923000,1.971500,0.901500,
2013-05-27,1.144800,1.283400,1.243800,0.997300,1.055600,1.219700,1.018600,0.987500,1.212100,1.331500,1.129100,1.285600,1.251500,1.936600,1.507300,1.708000,1.515700,1.809800,1.653300,1.923900,1.971200,0.901500,
2013-05-28,1.145800,1.282700,1.243000,0.991400,1.057700,1.219400,1.015600,0.993100,1.213200,1.330800,1.131400,1.285300,1.251600,1.938000,1.508600,1.698000,1.518800,1.809300,1.653500,1.921500,1.965500,0.906600,
2013-05-29,1.140000,1.280000,1.239200,0.972200,1.051400,1.214900,1.015100,0.983500,1.207100,1.328100,1.124700,1.280600,1.251700,1.939700,1.501000,1.665200,1.509800,1.802700,1.653600,1.915800,1.964600,0.897900,
2013-05-30,1.139300,1.279800,1.238300,0.962600,1.050900,1.213900,1.014600,0.986600,1.206400,1.328000,1.124200,1.279600,1.251800,1.930900,1.500200,1.648700,1.509000,1.801200,1.653700,1.916200,1.963600,0.900700,
2013-05-31,1.140200,1.280600,1.239100,0.960900,1.052000,1.214800,1.013700,0.986900,1.207500,1.328800,1.125500,1.280600,1.251900,1.938000,1.501500,1.645900,1.510800,1.802600,1.653800,1.919200,1.962000,0.901000,
2013-06-04,1.137600,1.279100,1.236900,0.954800,1.049100,1.212300,1.012200,0.985700,1.204800,1.327400,1.122500,1.278200,1.252400,1.927500,1.498100,1.635700,1.506700,1.799100,1.654400,1.918400,1.959300,0.900000,
2013-06-05,1.130400,1.276200,1.233000,0.946000,1.040300,1.207200,1.012700,0.974600,1.197200,1.324400,1.113100,1.272900,1.252500,1.910800,1.488600,1.620600,1.494100,1.791600,1.654600,1.916200,1.960200,0.889900,
2013-06-06,1.129400,1.275500,1.232300,0.949500,1.039000,1.206400,1.011600,0.975400,1.196300,1.323800,1.111800,1.272000,1.252600,1.898600,1.487400,1.626600,1.492300,1.790400,1.654700,1.918200,1.958100,0.890600,
2013-06-07,1.135300,1.277200,1.234200,0.955000,1.046300,1.209500,1.009200,0.992900,1.202500,1.325600,1.119600,1.275300,1.252800,1.888500,1.495200,1.636100,1.502800,1.795000,1.654900,1.921500,1.953500,0.906500,
2013-06-10,1.136000,1.276700,1.233600,0.949000,1.048000,1.209300,1.007300,0.996200,1.203400,1.325100,1.121600,1.275200,1.253100,1.894100,1.496300,1.626000,1.505400,1.794800,1.655300,1.918200,1.950100,0.909700,
2013-06-11,1.133700,1.275500,1.231800,0.938100,1.045700,1.207300,1.006300,0.993000,1.201000,1.324000,1.119200,1.273100,1.253200,1.896700,1.493200,1.607400,1.502200,1.791900,1.655400,1.915900,1.948200,0.906800,
2013-06-12,1.124200,1.271100,1.226200,0.922400,1.034800,1.200300,1.005100,0.977100,1.191000,1.319500,1.107600,1.265800,1.253300,1.886800,1.480800,1.580400,1.486500,1.781600,1.655500,1.911100,1.945800,0.892200,
2013-06-13,1.123700,1.271100,1.226400,0.932300,1.033400,1.200200,1.007600,0.976300,1.190400,1.319500,1.106100,1.265800,1.253400,1.873400,1.480100,1.597500,1.484500,1.781500,1.655600,1.910700,1.950700,0.891600,
2013-06-14,1.123900,1.272200,1.228200,0.937800,1.033200,1.201700,1.009800,0.968000,1.190700,1.320600,1.105800,1.267400,1.253500,1.893500,1.480400,1.606900,1.484200,1.783700,1.655800,1.911700,1.955100,0.884000,
2013-06-17,1.131800,1.274800,1.231600,0.944000,1.043100,1.206600,1.009300,0.984100,1.199200,1.323500,1.116600,1.272700,1.253900,1.905100,1.490900,1.617800,1.498600,1.791100,1.656300,1.910300,1.954300,0.898800,
2013-06-18,1.135800,1.275900,1.233300,0.950300,1.048100,1.209000,1.008900,0.992900,1.203500,1.324600,1.122000,1.275300,1.254000,1.906800,1.496200,1.628500,1.505800,1.794700,1.656400,1.909600,1.953500,0.906900,
2013-06-19,1.128800,1.272700,1.229000,0.930900,1.040500,1.203700,1.005400,0.980000,1.196100,1.321300,1.113900,1.269800,1.254100,1.910900,1.487000,1.595400,1.495000,1.786900,1.656500,1.908400,1.946700,0.895100,
2013-06-20,1.121200,1.265600,1.220600,0.912200,1.033600,1.195200,0.998400,0.980300,1.188100,1.314000,1.106600,1.260800,1.254200,1.883900,1.477000,1.563400,1.485100,1.774300,1.656600,1.894800,1.933100,0.895300,
2013-06-21,1.117500,1.261800,1.217000,0.914900,1.030100,1.191600,0.992900,0.977400,1.184300,1.310100,1.102800,1.257000,1.254300,1.873100,1.472300,1.568000,1.480000,1.768900,1.656700,1.892100,1.922600,0.892700,
2013-06-24,1.107200,1.255200,1.209800,0.905400,1.018700,1.183200,0.987700,0.961700,1.173500,1.303400,1.090800,1.248300,1.254700,1.860200,1.458800,1.551900,1.463900,1.756600,1.657200,1.884400,1.912700,0.878400,
2013-06-25,1.111800,1.257400,1.212400,0.917900,1.023600,1.186400,0.988300,0.972500,1.178300,1.305700,1.096000,1.251800,1.254800,1.848900,1.464800,1.573300,1.470900,1.761400,1.657300,1.889700,1.913800,0.888400,
2013-06-26,1.115400,1.259400,1.215500,0.924700,1.027700,1.189900,0.991600,0.970600,1.182200,1.307900,1.100500,1.255400,1.254900,1.877200,1.469600,1.585000,1.476800,1.766600,1.657500,1.886100,1.920400,0.886700,
2013-06-27,1.125500,1.264800,1.222400,0.943400,1.039100,1.198100,0.995800,0.983000,1.192900,1.313500,1.112700,1.264100,1.255000,1.898600,1.483000,1.617000,1.493200,1.778800,1.657600,1.889400,1.928400,0.898000,
2013-06-28,1.128300,1.266100,1.224100,0.948600,1.042300,1.200100,0.996000,0.988300,1.195900,1.314900,1.116100,1.266300,1.255100,1.899100,1.486700,1.626100,1.497800,1.781900,1.657700,1.891400,1.928800,0.902900,
2013-07-01,1.125200,1.264400,1.221800,0.948000,1.038400,1.197400,0.996800,0.987800,1.192800,1.313200,1.112100,1.263600,1.255500,1.877300,1.482700,1.625100,1.492400,1.778000,1.658200,1.888400,1.930500,0.902400,
2013-07-02,1.130800,1.267400,1.225600,0.948900,1.045300,1.202000,0.997900,0.991000,1.198700,1.316400,1.119500,1.268500,1.255600,1.909600,1.490000,1.626800,1.502300,1.784800,1.658300,1.888800,1.932900,0.905400,
2013-07-03,1.126600,1.264800,1.222500,0.947700,1.040300,1.198400,0.996800,0.988200,1.194300,1.313700,1.114300,1.264700,1.255700,1.889300,1.484600,1.624600,1.495200,1.779500,1.658400,1.886300,1.930700,0.902800,
2013-07-04,1.125800,1.264400,1.222200,0.945200,1.039700,1.198000,0.997900,0.983900,1.193600,1.313300,1.113600,1.264300,1.255800,1.900600,1.483600,1.620400,1.494300,1.779000,1.658600,1.881600,1.932900,0.899000,
2013-07-05,1.134100,1.265600,1.224900,0.954700,1.050900,1.202500,0.992400,1.001600,1.202400,1.314600,1.125700,1.269100,1.255900,1.916300,1.494600,1.636700,1.510500,1.785700,1.658700,1.881000,1.922300,0.915300,
2013-07-08,1.130500,1.264400,1.222900,0.946000,1.046500,1.199900,0.995300,0.995800,1.198700,1.313500,1.121100,1.266500,1.256300,1.910400,1.489900,1.622100,1.504200,1.782000,1.659200,1.875500,1.928000,0.910000,
2013-07-09,1.135800,1.267600,1.227000,0.955200,1.052400,1.204600,0.996900,0.999300,1.204300,1.316800,1.127400,1.271500,1.256400,1.930500,1.496900,1.637700,1.512800,1.789000,1.659300,1.879300,1.931200,0.913300,
2013-07-10,1.139200,1.269100,1.228800,0.955600,1.056700,1.207000,0.995300,1.005000,1.207900,1.318500,1.132000,1.274100,1.256500,1.939800,1.501400,1.638500,1.518900,1.792500,1.659400,1.883000,1.928000,0.918500,
2013-07-11,1.149700,1.274500,1.235700,0.976100,1.068400,1.215300,0.998800,1.020200,1.219100,1.324000,1.144700,1.282800,1.256600,1.954400,1.515300,1.673700,1.535900,1.804800,1.659500,1.887300,1.934900,0.932400,
2013-07-12,1.151100,1.275300,1.236400,0.973500,1.070200,1.216200,0.999200,1.023700,1.220700,1.324900,1.146600,1.283800,1.256700,1.955800,1.517200,1.669200,1.538500,1.806200,1.659700,1.887700,1.935800,0.935600,
2013-07-15,1.152800,1.276600,1.238000,0.976000,1.072000,1.217900,1.000700,1.023600,1.222600,1.326400,1.148700,1.285800,1.257000,1.965400,1.519600,1.673700,1.541200,1.808900,1.660000,1.888400,1.938800,0.935700,
2013-07-16,1.149400,1.276000,1.236800,0.970700,1.067600,1.216000,1.002100,1.015900,1.219000,1.325800,1.144000,1.283700,1.257200,1.962700,1.515100,1.664700,1.534900,1.806100,1.660300,1.888600,1.941600,0.928600,
2013-07-17,1.149400,1.276700,1.237300,0.969400,1.067300,1.216300,1.003600,1.016000,1.219100,1.326500,1.143700,1.284100,1.257300,1.960100,1.515100,1.662400,1.534500,1.806600,1.660400,1.890100,1.944400,0.928700,
2013-07-18,1.152700,1.278300,1.239300,0.975800,1.070900,1.218700,1.003300,1.022300,1.222600,1.328200,1.147600,1.286700,1.257400,1.959400,1.519500,1.673500,1.539700,1.810200,1.660500,1.894200,1.943900,0.934500,
2013-07-19,1.149400,1.277400,1.237700,0.971100,1.066800,1.216500,1.004900,1.017600,1.219200,1.327300,1.143300,1.284500,1.257500,1.949500,1.515300,1.665400,1.533900,1.807000,1.660600,1.893000,1.947000,0.930200,
2013-07-22,1.152100,1.279100,1.239700,0.974000,1.069700,1.218800,1.005600,1.020100,1.222100,1.329200,1.146500,1.286900,1.257800,1.957800,1.518800,1.670600,1.538200,1.810500,1.661000,1.895200,1.948500,0.932600,
2013-07-23,1.152200,1.279000,1.239800,0.973300,1.070100,1.218900,1.004500,1.018800,1.222300,1.329100,1.147000,1.287100,1.257900,1.965600,1.519000,1.669400,1.538800,1.810700,1.661100,1.895400,1.946500,0.931400,
2013-07-24,1.150900,1.278100,1.238300,0.960600,1.069400,1.217500,1.001600,1.018100,1.221000,1.328300,1.146200,1.285700,1.258100,1.970900,1.517400,1.647700,1.537700,1.808600,1.661400,1.895600,1.941000,0.930800,
2013-07-25,1.145600,1.274900,1.234800,0.957100,1.063300,1.213300,1.002400,1.009000,1.215300,1.325000,1.139700,1.281300,1.258100,1.964300,1.510400,1.641800,1.529000,1.802400,1.661300,1.886800,1.942500,0.922500,
2013-07-26,1.144900,1.274700,1.234700,0.957500,1.062400,1.213000,1.002900,1.006200,1.214700,1.324900,1.138900,1.281100,1.258300,1.967200,1.509600,1.642500,1.527900,1.802200,1.661600,1.886200,1.943600,0.920000,
2013-07-29,1.144300,1.274700,1.234400,0.954300,1.061600,1.212600,1.002500,1.005000,1.214200,1.325000,1.138200,1.280800,1.258600,1.967700,1.508800,1.637100,1.526900,1.801700,1.662000,1.887400,1.943000,0.919000,
2013-07-30,1.145800,1.275600,1.235000,0.953200,1.063400,1.213400,1.002400,1.011200,1.215800,1.325900,1.140100,1.281700,1.258700,1.959800,1.510900,1.635200,1.529500,1.802900,1.662100,1.889700,1.942800,0.924600,
2013-07-31,1.144800,1.275400,1.234100,0.942700,1.062500,1.212500,1.003200,1.012000,1.214900,1.325800,1.139200,1.280700,1.258800,1.957300,1.509700,1.617400,1.528300,1.801500,1.662200,1.887600,1.944500,0.925400,
2013-08-01,1.153900,1.278000,1.237500,0.949500,1.074100,1.217600,1.000300,1.034000,1.224500,1.328500,1.151700,1.286200,1.258900,1.962200,1.521600,1.629100,1.545000,1.809200,1.662300,1.889000,1.938800,0.945500,
2013-08-02,1.159400,1.280500,1.240400,0.949000,1.081100,1.221500,1.003400,1.042600,1.230300,1.331100,1.159200,1.290300,1.259100,1.979900,1.528900,1.628300,1.555000,1.814900,1.662600,1.884200,1.944900,0.953500,
2013-08-05,1.161200,1.282100,1.242200,0.951300,1.082900,1.223300,1.002600,1.044600,1.232400,1.332900,1.161300,1.292300,1.259400,1.982700,1.531400,1.632200,1.557800,1.817800,1.662900,1.891300,1.943400,0.955400,
2013-08-06,1.154600,1.279200,1.238700,0.945000,1.075000,1.218700,1.002700,1.031400,1.225500,1.329900,1.152800,1.287600,1.259500,1.977000,1.522700,1.621600,1.546400,1.811000,1.663000,1.887600,1.943700,0.943300,
2013-08-07,1.145900,1.276000,1.234100,0.935600,1.064100,1.212700,1.003400,1.018500,1.216200,1.326600,1.141200,1.281200,1.259500,1.951400,1.511200,1.605400,1.530700,1.802000,1.663100,1.886800,1.945100,0.931500,
2013-08-08,1.146300,1.276500,1.234700,0.934000,1.064500,1.213200,1.004100,1.016300,1.216700,1.327100,1.141700,1.281800,1.259600,1.961800,1.511700,1.602700,1.531400,1.802900,1.663200,1.886500,1.946400,0.929400,
2013-08-09,1.146100,1.275800,1.234400,0.939200,1.064300,1.213000,1.004800,1.015200,1.216500,1.326500,1.141500,1.281600,1.259700,1.962100,1.511500,1.611600,1.531100,1.802600,1.663300,1.882600,1.947800,0.928500,
2013-08-12,1.145800,1.276000,1.234400,0.934000,1.064200,1.212900,1.004000,1.013900,1.216400,1.326800,1.141600,1.281600,1.260000,1.968600,1.511300,1.603000,1.531200,1.802600,1.663700,1.883600,1.946500,0.927400,
2013-08-13,1.151000,1.276700,1.235600,0.932100,1.071700,1.215400,1.000200,1.026600,1.221900,1.327600,1.149600,1.284300,1.260100,1.981000,1.518200,1.599700,1.541900,1.806300,1.663800,1.882300,1.939000,0.939000,
2013-08-14,1.145700,1.274200,1.232500,0.924700,1.065400,1.211500,1.000400,1.016700,1.216300,1.325000,1.142900,1.280300,1.260200,1.977000,1.511200,1.586900,1.533000,1.800600,1.663900,1.877700,1.939400,0.929900,
2013-08-15,1.138900,1.270200,1.227800,0.912900,1.058100,1.206100,0.997700,1.005100,1.209100,1.320800,1.135100,1.274500,1.260300,1.975700,1.502300,1.566800,1.522500,1.792500,1.664100,1.871200,1.934400,0.919400,
2013-08-16,1.133400,1.268500,1.224800,0.896700,1.051700,1.202200,0.996300,0.997400,1.203400,1.319200,1.128300,1.270400,1.260400,1.966600,1.495100,1.539100,1.513300,1.786800,1.664200,1.873900,1.931600,0.912400,
2013-08-19,1.131000,1.266400,1.222400,0.890200,1.049600,1.199700,0.993900,0.995100,1.200900,1.317000,1.126100,1.267900,1.260800,1.966500,1.492000,1.528100,1.510400,1.783200,1.664700,1.869200,1.927200,0.910400,
2013-08-20,1.136700,1.269200,1.226100,0.905500,1.055800,1.204100,0.996000,1.005200,1.207000,1.320000,1.132800,1.272600,1.260900,1.965000,1.499600,1.554400,1.519300,1.789800,1.664800,1.872600,1.931200,0.919600,
2013-08-21,1.139300,1.269600,1.227100,0.907500,1.059500,1.205600,0.993100,1.008300,1.209800,1.320400,1.136800,1.274300,1.261000,1.979800,1.503000,1.557800,1.524600,1.792100,1.664900,1.873200,1.925700,0.922400,
2013-08-22,1.141700,1.269300,1.227000,0.909400,1.062900,1.206300,0.992700,1.018000,1.212400,1.320200,1.140500,1.275000,1.261100,1.972600,1.506200,1.561100,1.529600,1.793100,1.665000,1.868500,1.924800,0.931300,
2013-08-23,1.148800,1.272900,1.231400,0.919000,1.071000,1.211600,0.994900,1.028700,1.219900,1.324000,1.149300,1.280800,1.261200,1.984900,1.515600,1.577600,1.541300,1.801100,1.665200,1.870700,1.929200,0.941200,
2013-08-26,1.145900,1.273200,1.231200,0.913900,1.067000,1.210600,0.997000,1.019100,1.217000,1.324300,1.145100,1.279800,1.261500,1.989500,1.511900,1.568900,1.535600,1.799700,1.665500,1.873100,1.933300,0.932400,
2013-08-27,1.144500,1.273900,1.231700,0.913300,1.064700,1.210600,0.999500,1.013500,1.215600,1.325200,1.142600,1.279800,1.261700,1.989900,1.510100,1.568000,1.532300,1.799700,1.665800,1.875700,1.938300,0.927300,
2013-08-28,1.140200,1.272100,1.229000,0.907200,1.059400,1.207200,0.997700,1.009700,1.211100,1.323300,1.137000,1.276300,1.261800,1.971400,1.504500,1.557500,1.524900,1.794800,1.665900,1.878000,1.934800,0.923900,
2013-08-29,1.143000,1.273300,1.230400,0.909200,1.062800,1.209100,0.998600,1.015400,1.214100,1.324500,1.140800,1.278300,1.261900,1.974500,1.508200,1.561000,1.529800,1.797600,1.666000,1.877200,1.936600,0.929100,
2013-08-30,1.143100,1.273600,1.230900,0.907200,1.063000,1.209500,0.997900,1.012000,1.214200,1.325000,1.141000,1.278800,1.262000,1.987300,1.508400,1.557600,1.530100,1.798200,1.666100,1.878800,1.935400,0.926100,
2013-09-02,1.144300,1.273900,1.231700,0.906200,1.064900,1.210600,0.997300,1.009200,1.215600,1.325400,1.143200,1.280000,1.262300,2.010200,1.510000,1.556000,1.533000,1.799900,1.666500,1.876600,1.934200,0.923500,
2013-09-03,1.146200,1.274000,1.231900,0.901900,1.068100,1.211300,0.995500,1.013700,1.217700,1.325500,1.146600,1.280800,1.262400,2.020800,1.512600,1.548800,1.537500,1.801000,1.666600,1.873900,1.931000,0.927700,
2013-09-04,1.142900,1.271700,1.229400,0.899000,1.064400,1.208500,0.994000,1.009300,1.214200,1.323100,1.142700,1.277900,1.262500,2.014500,1.508200,1.543800,1.532300,1.796800,1.666700,1.870700,1.928000,0.923700,
2013-09-05,1.142300,1.270500,1.227800,0.893500,1.064400,1.207100,0.989600,1.012900,1.213600,1.322000,1.142700,1.276500,1.262600,2.008700,1.507500,1.534300,1.532300,1.794900,1.666900,1.872400,1.919600,0.927000,
2013-09-06,1.140100,1.270300,1.227600,0.896800,1.061000,1.206300,0.993200,1.005700,1.211200,1.321800,1.139100,1.275700,1.262800,2.005900,1.504600,1.540100,1.527500,1.793700,1.667100,1.870200,1.926500,0.920400,
2013-09-09,1.145300,1.272800,1.231100,0.908700,1.066900,1.210500,0.994100,1.011800,1.216900,1.324400,1.145600,1.280200,1.263100,2.017400,1.511600,1.560500,1.536200,1.800000,1.667500,1.873000,1.928400,0.926100,
2013-09-10,1.147200,1.272800,1.231500,0.909500,1.069800,1.211400,0.991900,1.015500,1.219000,1.324500,1.148700,1.281200,1.263200,2.025700,1.514200,1.562100,1.540300,1.801500,1.667600,1.872300,1.924300,0.929500,
2013-09-11,1.149800,1.274000,1.233200,0.914700,1.072700,1.213400,0.994300,1.018400,1.221700,1.325800,1.151900,1.283400,1.263300,2.032300,1.517500,1.571000,1.544600,1.804500,1.667700,1.869700,1.928800,0.932200,
2013-09-12,1.145700,1.273000,1.231600,0.907500,1.067600,1.211000,0.995200,1.009400,1.217500,1.324800,1.146400,1.280900,1.263400,2.030500,1.512200,1.558700,1.537200,1.800900,1.667800,1.869900,1.930700,0.923900,
2013-09-13,1.146200,1.273000,1.231700,0.910200,1.068200,1.211200,0.995900,1.011100,1.218000,1.324800,1.147100,1.281100,1.263500,2.027700,1.512900,1.563400,1.538100,1.801300,1.668000,1.868000,1.932100,0.925500,
2013-09-16,1.150400,1.275900,1.235100,0.916100,1.072800,1.215100,0.997700,1.013800,1.222600,1.327900,1.152200,1.285300,1.263900,2.043500,1.518600,1.573500,1.544800,1.807100,1.668400,1.871800,1.935800,0.928100,
2013-09-17,1.148100,1.274900,1.233900,0.913600,1.070000,1.213500,0.998300,1.009100,1.220200,1.327000,1.149200,1.283700,1.264000,2.041500,1.515500,1.569300,1.540800,1.804800,1.668600,1.870000,1.936900,0.923800,
2013-09-18,1.154700,1.277600,1.237900,0.932900,1.077300,1.218400,1.001900,1.020400,1.227300,1.329800,1.157100,1.289000,1.264100,2.042400,1.524300,1.602600,1.551500,1.812200,1.668700,1.868100,1.944000,0.934100,
2013-09-19,1.153900,1.279000,1.239400,0.931800,1.075700,1.219300,1.003100,1.010500,1.226400,1.331300,1.155400,1.290000,1.264200,2.059700,1.523300,1.600700,1.549100,1.813600,1.668800,1.874600,1.946300,0.925100,
2013-09-20,1.150100,1.277700,1.237100,0.921500,1.071100,1.216400,1.003100,1.006600,1.222400,1.330000,1.150600,1.286900,1.264300,2.048500,1.518300,1.583000,1.542600,1.809300,1.668900,1.873900,1.946300,0.921600,
2013-09-23,1.147900,1.277900,1.236700,0.917600,1.068000,1.215400,1.004700,1.002200,1.220200,1.330300,1.147200,1.286000,1.264600,2.041900,1.515400,1.576500,1.538100,1.807900,1.669300,1.876600,1.949600,0.917600,
2013-09-24,1.151500,1.280200,1.238900,0.917800,1.072100,1.218100,1.006600,1.009600,1.224100,1.332700,1.151700,1.288900,1.264700,2.043700,1.520300,1.576800,1.544100,1.811900,1.669400,1.878500,1.953300,0.924400,
2013-09-25,1.154900,1.282100,1.241500,0.922600,1.076100,1.221100,1.007500,1.011100,1.227800,1.334700,1.156100,1.292100,1.264800,2.061400,1.524800,1.585100,1.549900,1.816400,1.669500,1.880000,1.955100,0.925800,
2013-09-26,1.155200,1.282300,1.241800,0.923800,1.076400,1.221400,1.007100,1.011000,1.228100,1.335000,1.156400,1.292400,1.264900,2.062800,1.525200,1.587200,1.550400,1.816900,1.669600,1.881200,1.954400,0.925700,
2013-09-27,1.156200,1.282800,1.242500,0.924600,1.077500,1.222200,1.007800,1.011300,1.229200,1.335500,1.157700,1.293300,1.265100,2.068800,1.526500,1.588600,1.552100,1.818200,1.669900,1.880400,1.955800,0.926000,
2013-09-30,1.147200,1.279900,1.238100,0.915000,1.066200,1.216200,1.007700,0.998100,1.219800,1.332600,1.145500,1.287100,1.265400,2.039900,1.514800,1.572200,1.535700,1.809300,1.670300,1.883600,1.955600,0.914000,
2013-10-01,1.155800,1.282400,1.242100,0.933800,1.076500,1.221700,1.007200,1.015000,1.228900,1.335300,1.156700,1.293000,1.265500,2.044100,1.526100,1.604500,1.550600,1.817600,1.670400,1.883800,1.954700,0.929500,
2013-10-02,1.153500,1.282000,1.241200,0.925700,1.073800,1.220400,1.008300,1.009100,1.226500,1.334900,1.153800,1.291600,1.265600,2.049600,1.523200,1.590600,1.546800,1.815700,1.670500,1.882400,1.956800,0.924100,
2013-10-03,1.149800,1.281400,1.239800,0.914300,1.069400,1.218200,1.008900,1.000600,1.222700,1.334300,1.149100,1.289400,1.265700,2.053600,1.518400,1.571100,1.540500,1.812500,1.670600,1.882900,1.958100,0.916300,
2013-10-04,1.147800,1.280100,1.238100,0.910200,1.067200,1.216400,1.008000,0.999200,1.220600,1.332900,1.146800,1.287500,1.265800,2.047200,1.515700,1.564100,1.537400,1.809800,1.670700,1.881000,1.956300,0.915100,
2013-10-07,1.145000,1.278800,1.236600,0.911500,1.063500,1.214400,1.003500,0.994800,1.217700,1.331700,1.143100,1.285500,1.266200,2.036900,1.512100,1.566400,1.532200,1.806900,1.671200,1.879300,1.957500,0.911100,
2013-10-08,1.140100,1.276600,1.234000,0.905500,1.057800,1.211000,1.003000,0.985500,1.212600,1.329500,1.137000,1.281900,1.266300,2.033400,1.505700,1.556200,1.524100,1.801900,1.671300,1.877100,1.956500,0.902700,
2013-10-09,1.139600,1.276400,1.233800,0.907400,1.057000,1.210700,1.002700,0.985200,1.212100,1.329300,1.136200,1.281600,1.266400,2.027700,1.505100,1.559600,1.523000,1.801500,1.671500,1.878700,1.955900,0.902400,
2013-10-10,1.148200,1.278600,1.237300,0.924000,1.067700,1.215900,1.002700,1.003800,1.221300,1.331600,1.147600,1.287200,1.266500,2.030100,1.516500,1.588200,1.538300,1.809300,1.671600,1.875700,1.956100,0.919500,
2013-10-11,1.152700,1.280500,1.240100,0.930500,1.073300,1.219300,1.003500,1.008200,1.226100,1.333600,1.153700,1.290900,1.266600,2.049200,1.522500,1.599400,1.546400,1.814400,1.671700,1.875000,1.957600,0.923500,
2013-10-14,1.151600,1.280200,1.239500,0.928900,1.071800,1.218500,1.003100,1.008000,1.225000,1.333400,1.152200,1.290100,1.266900,2.040900,1.521100,1.596700,1.544400,1.813300,1.672100,1.876600,1.957000,0.923400,
2013-10-15,1.150700,1.279500,1.239000,0.926700,1.071100,1.218000,1.002600,1.002900,1.224100,1.332700,1.151500,1.289600,1.267000,2.055500,1.519900,1.593000,1.543400,1.812500,1.672200,1.873600,1.956100,0.918700,
2013-10-16,1.153300,1.280300,1.240400,0.934400,1.074100,1.219800,1.003800,1.007200,1.226900,1.333600,1.154700,1.291500,1.267200,2.057100,1.523400,1.606200,1.547800,1.815300,1.672400,1.871800,1.958500,0.922700,
2013-10-17,1.156100,1.283000,1.243500,0.941800,1.076500,1.222900,1.006700,1.007900,1.229900,1.336500,1.157400,1.294900,1.267300,2.063300,1.527100,1.619000,1.551400,1.819900,1.672600,1.877100,1.964000,0.923400,
2013-10-18,1.160700,1.285600,1.246400,0.944400,1.081900,1.226400,1.007800,1.015500,1.234900,1.339200,1.163200,1.298600,1.267400,2.071500,1.533300,1.623600,1.559100,1.825200,1.672700,1.880000,1.966300,0.930300,
2013-10-21,1.164000,1.287500,1.248500,0.942800,1.086000,1.228900,1.007500,1.019400,1.238500,1.341300,1.167800,1.301500,1.267700,2.086800,1.537700,1.620900,1.565200,1.829100,1.673000,1.882600,1.965900,0.934000,
2013-10-22,1.166400,1.289300,1.250600,0.945800,1.088500,1.231200,1.010600,1.020500,1.241100,1.343200,1.170500,1.303900,1.267800,2.096400,1.540900,1.626100,1.568800,1.832500,1.673200,1.882100,1.972000,0.935000,
